business_name,author_name,review_text,rating,sentimentNum,subjectivity,lang,review_length,exclaim_count,caps_count,contains_url,inauthentic,irrelevant,advertisement,rant,policy_violations,reason
Mcdonalds Fethiye,Suleyman Keskin,"I would like to thank the service in Fethiye branch and especially Mr. Samet; the official here, for his interest and relevance.",4,0.0,1.0,en,22,0,0,False,0,0,0,0,0,"This review expresses gratitude for the service and mentions a specific employee (Mr. Samet). The sentiment is positive (0.0), the review length is reasonable, and there are no indicators of deception or promotional language. The review appears genuine and relevant."
Guzel Koy Cafe,Ceyda Cicek,We ordered breakfast; the table was full. It was truly fascinating. I advise.,5,0.52,0.7,en,13,0,0,False,0,0,0,0,0,"The review has a positive sentiment (0.52) and a subjectivity score of 0.7, indicating a genuine opinion. The review text is relatively detailed (""We ordered breakfast; the table was full. It was truly fascinating. I advise.""), and doesn't contain any obvious advertising language or URLs. There are no indicators of a rant, such as excessive capitalization or exclamation marks. The review's rating of 5 further suggests a genuine positive experience."
Asucan Restaurant,Melisa Genc,Super delicious chicken; best in town.,5,0.43,0.73,en,6,0,0,False,0,0,0,0,0,"The review is a simple, positive statement (""Super delicious chicken; best in town."") with a 5-star rating. The sentiment is positive (0.43), and the subjectivity is moderate (0.73). There are no strong indicators of inauthenticity, advertisement, or ranting. The review is concise but provides a specific positive comment."
Mersinli Cigerci Apo,Koksal Kok,The employees are friendly. The prices are also very reasonable according to the food provided. I can call it the first choice in Samsun.,4,0.29,0.54,en,24,0,0,False,0,0,0,0,0,"The review is relatively short and uses generic positive language (""friendly employees,"" ""reasonable prices,"" ""first choice""). While the sentiment is slightly positive (0.29), the lack of specific details and enthusiastic tone suggests it might be a genuine, though somewhat bland, review. There are no strong indicators of inauthenticity, advertisement, or ranting."
Salih Usta,Yeliz Kiziltoprak,I didn't like the atmosphere or the decor either. The lower floor is in front of the highway. Trucks are passing by; you're eating pies. It's not nice and it's expensive. Oh; and there are a lot of beggars.,1,-0.4,0.85,en,39,0,0,False,1,0,0,1,0,"The review has a very low rating (1) and a negative sentiment (-0.4), indicating a potentially overly critical and emotional rant. The text describes negative aspects of the location (highway noise, beggars, expensive) in a somewhat hyperbolic manner. While not definitively deceptive, the combination of a low rating and negative sentiment suggests a potentially biased or exaggerated review."
Ahsap Iskender,Deniz Dilli,There is no problem of waiting queue; the ambiance of the place is nice; well done.,5,0.6,1.0,en,16,0,0,False,0,0,0,0,0,"The review is a positive, relatively short review with generally positive sentiment (0.6). There are no indicators of inauthenticity, irrelevant content, advertising, or a rant. The language is descriptive and specific (“There is no problem of waiting queue; the ambiance of the place is nice”). The sentiment score is positive but not overwhelmingly so, and the review length is within an acceptable range."
Sushico,Nilufer Karatas,It was the best SushiCo restaurant I've experienced. Sushi was perfect and delicious.,5,0.95,0.8,en,13,0,0,False,0,0,0,0,0,"The review is a highly positive, relatively detailed account of a dining experience. The sentiment score of 0.95 indicates a genuinely positive experience. The review length (13) is reasonable. There is no evidence of inauthenticity, advertisement, or rant."
Sanukiya,Jinah Lee,Prices were cheap. But the queue was too long. I liked the flavors as a korean.,4,0.32,0.63,en,16,0,0,False,0,0,0,0,0,"This review is relatively short and provides a basic opinion (""Prices were cheap. But the queue was too long. I liked the flavors as a korean.""). While the sentiment is somewhat negative (0.32), it doesn’t exhibit the strong, generic language or excessive emotion typically found in inauthentic or rant-like reviews. The subjectivity score of 0.63 suggests a degree of personal opinion, but doesn't raise concerns of deception. There is no evidence of an advertisement or irrelevant content."
Bunbun Kas,Burak Efendioglu,A fast food restaurant with very friendly staff. It didn't appeal to my taste at all. Undercooked dough and lint meat.,3,0.34,0.62,en,21,0,0,False,0,0,0,0,0,"The review expresses a negative opinion regarding the food quality (""undercooked dough and lint meat"") but doesn't exhibit characteristics of an inauthentic review (e.g., overly generic praise, unusual rating for the context, or promotional language). The sentiment is negative, but grounded in a specific complaint. The review is relevant, in English, and doesn’t contain URLs."
Bogazkoy Restaurant,Feyza Topal,Taco; on the other hand; was no different than a vegetable wrap wrapped in lavash. It was a decent experience.,1,0.01,0.55,en,20,0,0,False,1,0,0,0,0,"The review has a very low rating (1) and a very low sentiment score (0.01), suggesting a potentially inauthentic review designed to artificially lower the rating. The language (""Taco; on the other hand; was no different than a vegetable wrap wrapped in lavash"") is vague and generic, lacking specific details and contributing to the low sentiment.  The review doesn't exhibit characteristics of a rant or advertisement."
Flash,Grigory Laputin,Good place to eat. However; the staff work poorly: They can easily forget to bring some dishes or add seasonings; even though they previously admitted to the contrary.,3,0.14,0.55,en,28,0,0,False,0,0,0,0,0,"The review is moderately critical but provides specific details about the staff’s performance. The sentiment is relatively low (-0.14) and the subjectivity is moderate (0.55), suggesting a genuine, albeit slightly negative, experience. There are no strong indicators of inauthenticity, advertisement, or a rant. The review length (28) is reasonable."
Sini Mugla,Mehmet Soybilge,The satisfying menu of local dishes; the taste of the food and the interest of the employees are very good. The advantage is that it is on the road and has its own parking lot.,5,0.5,0.7,en,35,0,0,False,0,0,0,0,0,"The review is a positive testimonial with relatively detailed observations about the food and amenities. The sentiment score of 0.5, subjectivity of 0.7, and length of 35 words suggest a genuine customer experience rather than an inauthentic or manipulative review. There are no indicators of an advertisement (no URL) or a rant (no excessive capitalization or exclamation marks)."
Gold Semaver,Tarik Yuce,The breakfast was very good; I recommend it; the presentations were also eye-catching. We paid 240tl for the table you see in the photo; including 6 teas and 2 Turkish coffees.,5,0.91,0.78,en,31,0,0,False,0,0,0,0,0,"The review is a positive, detailed account of a dining experience, including specific costs and descriptions. The sentiment score of 0.91 and subjectivity of 0.78 suggest a genuine opinion. There are no strong indicators of inauthenticity, irrelevant content, or promotional language.  The review length (31) is also within a reasonable range for a genuine review."
Red Dragon,Ender Gulsen,Food was a bit salty due to soy sauce. Prices are in line with the market.,5,-0.12,0.38,en,16,0,0,False,0,0,0,0,0,"The review is relatively short and provides a specific, albeit slightly negative, observation about the food (""Food was a bit salty due to soy sauce""). The sentiment score of -0.12 indicates a mildly negative sentiment, but doesn't suggest a dramatic rant or excessive emotionality. The subjectivity score of 0.38 suggests a slightly opinionated, but not overly subjective, assessment. There are no indicators of an advertisement (no URL, and language is English). Therefore, it is not considered inauthentic, irrelevant, an advertisement, or a rant."
Gold Semaver,Yasemin Uzuner,The place is beautiful. The staff was very nice. We asked for tiramisu. It was very fresh and beautiful.,4,0.72,0.91,en,19,0,0,False,0,0,0,0,0,"The review is a relatively positive and detailed account of a visit to a cafe. The sentiment score of 0.72 indicates a generally positive feeling, and the review includes specific details (tiramisu) without resorting to generic praise or overly enthusiastic language. The review length (19) and the absence of URLs or excessive capitalization further suggest it's a genuine review. There's no strong evidence to classify it as inauthentic, irrelevant, an advertisement, or a rant."
Lipa,Sema Yildiz,Lipa is a real old style tavern. There is a warm friendly atmosphere. Dry meat was very good.,4,0.39,0.56,en,18,0,0,False,0,0,0,0,0,"This review is a relatively short, positive review with specific details about the atmosphere and food (""Dry meat was very good""). The sentiment (0.39) and subjectivity (0.56) are reasonable, suggesting a genuine opinion. There are no strong indicators of inauthenticity, irrelevant content, advertising, or a rant."
